index,x,y_elevation,z,cumulative_length_m
150,-183.10397338867188,-7.143671035766602,173.6850128173828,241.51760864257812
151,-182.94956970214844,-7.135364055633545,172.06863403320312,243.14141845703125
152,-182.79566955566406,-7.1267924308776855,170.4519500732422,244.76547241210938
153,-182.64208984375,-7.117096424102783,168.83486938476562,246.38990783691406
154,-182.48855590820312,-7.107177734375,167.21742248535156,248.01470947265625
155,-182.3468475341797,-7.099470615386963,165.7240753173828,249.51483154296875
156,-182.20530700683594,-7.092199325561523,164.23048400878906,251.0152130126953
157,-182.06365966796875,-7.084859848022461,162.73666381835938,252.51580810546875
158,-181.92190551757812,-7.077898025512695,161.24252319335938,254.01673889160156
159,-181.77999877929688,-7.069528102874756,159.74830627441406,255.51776123046875
160,-181.63809204101562,-7.061431407928467,158.2537841796875,257.0190734863281
161,-181.49603271484375,-7.052591323852539,156.75894165039062,258.5207214355469
162,-181.35394287109375,-7.043389797210693,155.26390075683594,260.0225830078125
163,-181.21177673339844,-7.035280704498291,153.7686004638672,261.52471923828125
164,-181.06936645507812,-7.026866436004639,152.27304077148438,263.0271301269531
165,-180.92694091796875,-7.018268585205078,150.77725219726562,264.5297546386719
166,-180.78448486328125,-7.009792804718018,149.2812042236328,266.03265380859375
167,-180.6419677734375,-7.001718521118164,147.78489685058594,267.53582763671875
168,-180.4993438720703,-6.993790149688721,146.28831481933594,269.0392761230469
169,-180.35691833496094,-6.986539840698242,144.79144287109375,270.54296875
170,-180.21456909179688,-6.979033946990967,143.29434204101562,272.0469055175781
171,-180.07225036621094,-6.9715681076049805,141.79701232910156,273.5510559082031
172,-179.93016052246094,-6.963131427764893,140.2995147705078,275.05535888671875
173,-179.78817749023438,-6.954530239105225,138.80189514160156,276.5597839355469
174,-179.64642333984375,-6.945645332336426,137.30409240722656,278.0643615722656
175,-179.5047149658203,-6.936829090118408,135.80615234375,279.5690612792969
176,-179.36306762695312,-6.928955078125,134.30799865722656,281.073974609375
177,-179.2216033935547,-6.921962261199951,132.8097686767578,282.5789489746094
178,-179.08058166503906,-6.914865493774414,131.3114776611328,284.0839538574219
179,-178.93966674804688,-6.907064914703369,129.81312561035156,285.5889892578125
180,-178.79843139648438,-6.897462368011475,128.31472778320312,287.0941162109375
